gene_id,gene_name,essential_status,phenotype_summary,evidence_count,source_file
S000006613,S000006613,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006614,S000006614,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006615,S000006615,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006616,S000006616,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006617,S000006617,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006618,S000006618,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006619,S000006619,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006620,S000006620,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006621,S000006621,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006622,S000006622,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006623,S000006623,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006624,S000006624,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006625,S000006625,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006626,S000006626,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006627,S000006627,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006628,S000006628,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006629,S000006629,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006630,S000006630,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006631,S000006631,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006632,S000006632,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006633,S000006633,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006634,S000006634,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006635,S000006635,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006636,S000006636,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006637,S000006637,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006638,S000006638,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006639,S000006639,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006640,S000006640,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006641,S000006641,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006642,S000006642,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006643,S000006643,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006644,S000006644,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006645,S000006645,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006646,S000006646,Unknown,null | viable | null mutant is viable and has no apparent growth defects,1,./data\raw\sgd\phenotype_data.tab
S000006647,S000006647,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006648,S000006648,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006649,S000006649,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006650,S000006650,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006651,S000006651,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006652,S000006652,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006653,S000006653,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006654,S000006654,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006655,S000006655,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006656,S000006656,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006657,S000006657,Essential,null | viability: decreased ; null | viability: decreased | senescence manifested as a dramatic and steady decrease in viability late in outgrowth; delayed relative to other est mutants ; null | viability: decreased | faster rate of senescence due to defects in telomere maintenance; rate of senescence further increased in a tlc1-Δ set1-Δ double mutant,3,./data\raw\sgd\phenotype_data.tab
S000006658,S000006658,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006659,S000006659,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006660,S000006660,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006661,S000006661,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006662,S000006662,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006663,S000006663,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006664,S000006664,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006665,S000006665,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006666,S000006666,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006667,S000006667,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006668,S000006668,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006669,S000006669,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006670,S000006670,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006671,S000006671,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006672,S000006672,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006673,S000006673,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006674,S000006674,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006675,S000006675,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006676,S000006676,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006677,S000006677,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006678,S000006678,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006679,S000006679,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006680,S000006680,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006681,S000006681,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006682,S000006682,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006683,S000006683,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006684,S000006684,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006685,S000006685,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006686,S000006686,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006687,S000006687,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006688,S000006688,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006689,S000006689,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006690,S000006690,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006691,S000006691,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006692,S000006692,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006693,S000006693,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006694,S000006694,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006695,S000006695,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006696,S000006696,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006697,S000006697,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006698,S000006698,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006699,S000006699,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006700,S000006700,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006701,S000006701,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006702,S000006702,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006703,S000006703,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006704,S000006704,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006705,S000006705,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006706,S000006706,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006707,S000006707,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006708,S000006708,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006709,S000006709,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006710,S000006710,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006711,S000006711,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006712,S000006712,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006713,S000006713,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006714,S000006714,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006715,S000006715,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006716,S000006716,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006717,S000006717,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006718,S000006718,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006719,S000006719,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006720,S000006720,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006721,S000006721,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006722,S000006722,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006723,S000006723,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006724,S000006724,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006725,S000006725,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006726,S000006726,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006727,S000006727,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006728,S000006728,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006729,S000006729,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006730,S000006730,Essential,gain of function | inviable | amber and ochre suppressor mutant alleles are recessive lethal because they alter the function of the single tRNA that decodes UCG codons ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006731,S000006731,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006732,S000006732,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006733,S000006733,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006734,S000006734,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006735,S000006735,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006736,S000006736,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006737,S000006737,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006738,S000006738,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006739,S000006739,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006740,S000006740,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006741,S000006741,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006742,S000006742,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006743,S000006743,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006744,S000006744,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006745,S000006745,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006746,S000006746,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006747,S000006747,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006748,S000006748,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006749,S000006749,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006750,S000006750,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006751,S000006751,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006752,S000006752,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006753,S000006753,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006754,S000006754,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006755,S000006755,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006756,S000006756,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006757,S000006757,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006758,S000006758,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006759,S000006759,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006760,S000006760,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006761,S000006761,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006762,S000006762,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006763,S000006763,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006764,S000006764,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006765,S000006765,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006766,S000006766,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006767,S000006767,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006768,S000006768,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006769,S000006769,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006770,S000006770,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006771,S000006771,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006772,S000006772,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006773,S000006773,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006774,S000006774,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006775,S000006775,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006776,S000006776,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006777,S000006777,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006778,S000006778,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006779,S000006779,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006780,S000006780,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006781,S000006781,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006782,S000006782,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006783,S000006783,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006784,S000006784,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006785,S000006785,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006786,YALCdelta2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006787,YALWdelta1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006788,YARCdelta3,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006789,YARCdelta4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006790,YARCdelta5,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006791,YARCdelta8,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006792,YARCTy1-1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006793,YARWdelta6,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006794,YARWdelta7,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006795,YARWsigma1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006796,YBLCdelta7,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006797,YBLWsigma1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006798,YBLWdelta1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006799,YBLWdelta2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006800,YBLWdelta3,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006801,YBLWdelta4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006802,YBLWdelta5,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006803,YBLWdelta6,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006804,YBLWdelta8,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006805,YBLWdelta9,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006806,YBLWdelta10,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006807,YBLCtau1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006808,YBLWTy1-1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006809,YBLWTy2-1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006810,YBRCdelta11,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006811,YBRCdelta14,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006812,YBRWdelta18,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006813,YBRCdelta19,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006815,YBRWdelta12,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006816,YBRWdelta13,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006817,YBRWdelta15,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006818,YBRWdelta16,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006819,YBRWdelta17,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006820,YBRCtau2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006821,YBRWTy1-2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006822,YCLCdelta1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006823,YCLWdelta2a,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006824,YCLWdelta2b,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006825,YCLWdelta3,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006826,YCLWdelta4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006827,YCLWdelta5,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006828,YCLWomega1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006829,YCLWomega2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006830,YCLWTy2-1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006831,YCLWTy5-1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006832,YCRCdelta6,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006833,YCRCdelta7,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006834,YCRCdelta14,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006835,YCRWdelta8,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006836,YCRWdelta9,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006837,YCRWdelta10,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006838,YCRWdelta11,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006839,YCRWdelta12,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006840,YCRWdelta13,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006841,YCRWomega3,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006842,YDLCdelta1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006843,YDLWtau1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006844,YDRCdelta2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006845,YDRCdelta3,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006846,YDRCdelta4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006847,YDRCdelta5,Unknown,,0,./data\raw\sgd\phenotype_data.tab
